Precinct_ID	Settlement_type	District	Precinct	District_Name	Total_Voters	Turnout	Levan_Gachechiladze	Davit_Gamkrelidze	Shalva_Natelashvili	Mikheil_Saakashvili	Giorgi_Maisashvili	Irina_Sarishvili	Arkadi_Patarkatsishvili
35008	Medium (15-40K)	35	8	ხაშური	1080	730	171	17	45	393	5	0	31
35009	Medium (15-40K)	35	9	ხაშური	1501	969	312	26	105	423	7	0	47
35010	Medium (15-40K)	35	10	ხაშური	1241	900	197	17	91	502	5	1	35
35011	Medium (15-40K)	35	11	ხაშური	1490	932	316	32	96	390	8	5	51
35012	Medium (15-40K)	35	12	ხაშური	1552	1201	150	31	61	732	5	2	26
35013	Medium (15-40K)	35	13	ხაშური	1516	879	225	134	14	447	1	2	6
35014	Medium (15-40K)	35	14	ხაშური	1011	496	170	10	59	187	2	1	35
35015	Rural	35	15	ხაშური	662	440	58	6	66	287	2	0	10
35016	Small-Medium(5-15K)	35	16	ხაშური	1827	979	272	32	119	421	6	1	63
35017	Small-Medium(5-15K)	35	17	ხაშური	1253	948	135	23	134	633	0	1	22
35018	Small-Medium(5-15K)	35	18	ხაშური	1740	1020	367	41	111	396	14	5	76
35019	Small-Medium(5-15K)	35	19	ხაშური	1190	764	84	25	30	541	8	1	30
35020	Small-Medium(5-15K)	35	20	ხაშური	1146	743	230	33	84	317	6	1	42
35021	Small-Medium(5-15K)	35	21	ხაშური	894	890	182	26	48	599	0	0	8
35022	Rural	35	22	ხაშური	481	342	96	14	75	136	2	0	18
35023	Rural	35	23	ხაშური	1570	1200	100	12	11	954	3	1	15
35024	Rural	35	24	ხაშური	329	255	29	5	1	214	0	1	5
35025	Rural	35	25	ხაშური	733	700	126	48	80	425	2	1	11
35026	Rural	35	26	ხაშური	1060	889	68	9	35	757	2	1	16
35027	Rural	35	27	ხაშური	446	309	79	10	22	175	1	0	16
35028	Rural	35	28	ხაშური	1061	839	162	37	94	463	0	0	52
35029	Rural	35	29	ხაშური	2195	1687	233	9	30	1353	0	0	0
35030	Rural	35	30	ხაშური	723	416	81	14	44	260	1	1	8
35031	Rural	35	31	ხაშური	423	312	38	13	21	217	3	1	13
35032	Rural	35	32	ხაშური	1097	728	193	34	64	399	6	0	17
35033	Rural	35	33	ხაშური	1400	835	235	34	66	436	4	1	27
35034	Rural	35	34	ხაშური	976	613	145	27	10	411	0	0	10
35035	Rural	35	35	ხაშური	764	609	132	65	80	315	0	0	17
35036	Rural	35	36	ხაშური	1537	1481	268	28	90	1026	10	1	29
35037	Rural	35	37	ხაშური	562	550	30	24	30	460	0	0	6
35038	Rural	35	38	ხაშური	374	286	53	30	22	170	0	0	6
35039	Rural	35	39	ხაშური	475	382	72	22	41	206	2	0	29
35040	Rural	35	40	ხაშური	35	35	6	3	2	21	0	0	2
35041	Rural	35	41	ხაშური	81	66	5	2	5	51	0	0	1
35042	Medium (15-40K)	35	42	ხაშური	1554	982	280	24	107	425	9	1	74
35043	Medium (15-40K)	35	43	ხაშური	1348	860	270	37	5	466	2	1	39
35044	Medium (15-40K)	35	44	ხაშური	938	498	154	11	42	193	3	0	26
35045	Medium (15-40K)	35	45	ხაშური	1193	742	172	24	78	367	7	0	41
35046	Medium (15-40K)	35	46	ხაშური	981	879	20	5	15	800	5	0	5
85001	Rural	85	1	ლიახვი	1064	831	20	9	4	793	2	1	2
85002	Rural	85	2	ლიახვი	1116	852	57	29	10	730	5	1	17
85003	Rural	85	3	ლიახვი	893	583	94	7	5	464	1	1	8
85004	Rural	85	4	ლიახვი	886	790	89	11	8	669	2	0	8
85005	Rural	85	5	ლიახვი	692	621	28	6	3	550	3	0	4
85006	Rural	85	6	ლიახვი	453	337	32	6	4	290	1	0	1
85007	Rural	85	7	ლიახვი	71	67	4	0	0	63	0	0	0
85008	Rural	85	8	ლიახვი	648	560	19	4	0	524	2	0	4
85009	Rural	85	9	ლიახვი	179	141	2	0	2	134	2	0	1
85010	Rural	85	10	ლიახვი	373	304	24	2	12	263	0	0	1
85011	Rural	85	11	ლიახვი	1243	1046	31	17	10	979	2	0	2
85012	Rural	85	12	ლიახვი	458	326	19	1	7	299	0	0	0
85013	Rural	85	13	ლიახვი	326	311	2	3	1	290	0	1	3
85014	Rural	85	14	ლიახვი	354	341	0	0	5	335	0	0	0
85015	Rural	85	15	ლიახვი	192	192	1	0	1	188	0	0	0
85016	Rural	85	16	ლიახვი	523	522	93	6	5	404	3	0	10
85017	Rural	85	17	ლიახვი	100	93	1	0	1	82	0	0	0
85018	Rural	85	18	ლიახვი	162	156	5	1	3	147	0	0	0
85019	Rural	85	19	ლიახვი	64	63	0	0	0	61	0	0	0
85020	Rural	85	20	ლიახვი	227	254	9	5	1	233	0	0	3
36001	Small-Medium(5-15K)	36	1	ბორჯომი	1232	659	246	14	74	246	1	0	62
36002	Small-Medium(5-15K)	36	2	ბორჯომი	1023	547	196	9	32	249	1	0	72
36003	Small-Medium(5-15K)	36	3	ბორჯომი	1025	614	310	15	37	204	1	2	41
36004	Small-Medium(5-15K)	36	4	ბორჯომი	1155	688	329	37	46	230	6	1	36
36005	Small-Medium(5-15K)	36	5	ბორჯომი	903	543	252	22	38	188	2	0	32
36006	Small-Medium(5-15K)	36	6	ბორჯომი	924	520	225	10	55	186	3	0	57
36007	Small-Medium(5-15K)	36	7	ბორჯომი	988	494	199	14	33	204	1	1	38
36008	Small-Medium(5-15K)	36	8	ბორჯომი	1039	509	141	19	28	209	2	1	97
36009	Small-Medium(5-15K)	36	9	ბორჯომი	1370	763	272	40	60	308	5	2	63
36010	Rural	36	10	ბორჯომი	1756	1119	502	53	109	362	2	2	80
36011	Rural	36	11	ბორჯომი	1669	1039	324	30	38	569	4	4	69
36012	Rural	36	12	ბორჯომი	278	164	38	4	6	102	1	0	11
36013	Rural	36	13	ბორჯომი	1391	948	378	51	70	343	4	0	86
36014	Rural	36	14	ბორჯომი	314	198	23	18	2	133	0	0	16
36015	Rural	36	15	ბორჯომი	1045	684	235	48	50	278	2	0	50
36016	Rural	36	16	ბორჯომი	798	571	192	16	45	137	2	0	116
36017	Rural	36	17	ბორჯომი	527	346	44	2	4	270	0	0	17
36018	Rural	36	18	ბორჯომი	1557	1055	301	17	79	589	0	0	78
36019	Rural	36	19	ბორჯომი	823	535	174	18	60	218	1	0	61
36020	Rural	36	20	ბორჯომი	1445	1089	381	30	90	519	6	0	55
36021	Rural	36	21	ბორჯომი	537	394	88	14	38	229	1	0	19
36022	Rural	36	22	ბორჯომი	705	527	173	16	48	251	0	0	35
36023	Rural	36	23	ბორჯომი	1140	355	36	9	9	291	1	0	5
36024	Rural	36	24	ბორჯომი	163	136	4	2	0	118	0	0	3
36025	Small-Medium(5-15K)	36	25	ბორჯომი	1026	555	240	25	14	211	7	0	49
36026	Small-Medium(5-15K)	36	26	ბორჯომი	997	580	237	23	34	221	4	0	54
36027	Small-Medium(5-15K)	36	27	ბორჯომი	1032	623	280	26	39	212	1	1	62
36028	Small-Medium(5-15K)	36	28	ბორჯომი	763	460	143	13	35	208	1	0	53
37001	Medium (15-40K)	37	1	ახალციხე	1528	916	71	17	28	711	9	3	15
37002	Medium (15-40K)	37	2	ახალციხე	1402	682	151	15	21	454	3	1	32
37003	Medium (15-40K)	37	3	ახალციხე	1021	730	208	11	13	449	3	1	45
37004	Medium (15-40K)	37	4	ახალციხე	1551	719	154	10	31	412	6	1	88
37005	Medium (15-40K)	37	5	ახალციხე	1241	1151	90	10	16	1016	0	0	13
37006	Medium (15-40K)	37	6	ახალციხე	1660	1225	274	7	5	928	0	2	4
37007	Medium (15-40K)	37	7	ახალციხე	765	539	72	4	21	376	0	0	52
37008	Medium (15-40K)	37	8	ახალციხე	1676	1315	29	15	15	1235	5	0	10
37009	Medium (15-40K)	37	9	ახალციხე	1596	1497	104	11	12	1335	4	0	8
37010	Medium (15-40K)	37	10	ახალციხე	1669	1261	106	8	12	1012	3	3	4
37011	Medium (15-40K)	37	11	ახალციხე	376	243	24	3	3	203	0	0	10
37012	Medium (15-40K)	37	12	ახალციხე	1405	974	38	2	2	927	0	0	3
37013	Medium (15-40K)	37	13	ახალციხე	319	265	52	16	18	167	0	0	10
37014	Medium (15-40K)	37	14	ახალციხე	2007	1328	279	34	109	813	8	2	65
37015	Small-Medium(5-15K)	37	15	ახალციხე	644	616	85	1	0	526	1	1	0
37016	Small-Medium(5-15K)	37	16	ახალციხე	1254	915	134	14	41	527	1	1	88
37017	Small-Medium(5-15K)	37	17	ახალციხე	1003	758	80	9	24	640	2	1	0
37018	Rural	37	18	ახალციხე	1281	1164	88	2	12	983	3	1	40
37019	Rural	37	19	ახალციხე	538	496	15	2	0	468	0	0	10
37020	Rural	37	20	ახალციხე	625	487	25	4	5	437	0	0	15
37021	Rural	37	21	ახალციხე	1734	1030	79	6	14	821	3	1	84
37022	Rural	37	22	ახალციხე	1484	1400	80	0	0	1310	0	0	0
37023	Rural	37	23	ახალციხე	795	582	104	11	42	380	4	0	41
37024	Rural	37	24	ახალციხე	1195	767	51	0	0	695	1	13	6
37025	Rural	37	25	ახალციხე	804	425	38	7	14	329	1	0	23
37026	Rural	37	26	ახალციხე	569	500	38	12	5	415	0	0	30
37027	Rural	37	27	ახალციხე	1303	1085	98	3	1	973	0	0	2
37028	Rural	37	28	ახალციხე	1168	1027	6	3	5	997	4	0	6
37029	Rural	37	29	ახალციხე	1353	1064	91	5	4	953	2	0	6
37030	Rural	37	30	ახალციხე	899	835	30	12	24	690	11	15	17
37031	Rural	37	31	ახალციხე	1238	906	137	11	21	688	3	1	33
38001	Small (<5K)	38	1	ადიგენი	889	771	140	12	33	565	0	0	17
38002	Small (<5K)	38	2	ადიგენი	1169	1024	72	13	5	910	4	0	20
38003	Rural	38	3	ადიგენი	1569	1404	85	28	25	1202	0	0	51
38004	Rural	38	4	ადიგენი	884	568	75	19	27	369	3	0	72
38005	Rural	38	5	ადიგენი	1084	1012	101	9	15	881	2	0	2
38006	Rural	38	6	ადიგენი	807	547	60	19	14	419	1	1	27
38007	Rural	38	7	ადიგენი	1591	1353	81	18	48	1139	4	1	62
38008	Rural	38	8	ადიგენი	742	620	52	10	8	550	0	0	0
38009	Rural	38	9	ადიგენი	862	730	61	4	44	507	0	0	83
38010	Rural	38	10	ადიგენი	699	567	82	3	0	427	0	0	47
38011	Rural	38	11	ადიგენი	638	411	123	3	23	211	0	0	48
38012	Rural	38	12	ადიგენი	1974	1532	120	38	36	1301	6	0	28
38013	Rural	38	13	ადიგენი	390	264	48	6	6	186	0	0	12
38014	Rural	38	14	ადიგენი	798	695	99	20	30	424	0	0	118
38015	Rural	38	15	ადიგენი	603	383	84	5	22	234	1	0	34
38016	Rural	38	16	ადიგენი	1048	847	44	30	12	735	0	0	13
39001	Small (<5K)	39	1	ასპინძა	1480	909	159	32	15	642	5	1	51
39002	Rural	39	2	ასპინძა	250	222	50	22	21	115	2	0	12
39003	Rural	39	3	ასპინძა	428	311	23	12	24	238	0	2	6
39004	Rural	39	4	ასპინძა	1519	785	41	4	28	700	2	0	3
39005	Rural	39	5	ასპინძა	93	70	9	1	8	49	0	0	3
39006	Rural	39	6	ასპინძა	79	57	2	5	1	38	0	0	10
39007	Rural	39	7	ასპინძა	292	190	19	8	51	96	0	0	16
39008	Rural	39	8	ასპინძა	447	319	80	8	47	158	1	0	24
39009	Rural	39	9	ასპინძა	420	336	88	13	18	202	0	0	12
39010	Rural	39	10	ასპინძა	264	199	49	10	6	122	0	0	11
39011	Rural	39	11	ასპინძა	164	131	24	10	3	85	1	0	6
39012	Rural	39	12	ასპინძა	270	225	26	4	40	147	1	0	5
39013	Rural	39	13	ასპინძა	105	70	9	12	3	41	0	0	5
39014	Rural	39	14	ასპინძა	127	109	17	4	24	47	0	0	15
39015	Rural	39	15	ასპინძა	322	255	31	10	18	173	0	1	21
39016	Rural	39	16	ასპინძა	450	323	36	10	19	236	1	1	17
39017	Rural	39	17	ასპინძა	213	142	21	5	4	104	0	0	8
39018	Rural	39	18	ასპინძა	357	344	75	20	25	219	2	0	3
39019	Rural	39	19	ასპინძა	279	203	33	7	10	113	4	1	26
39020	Rural	39	20	ასპინძა	582	560	5	4	0	550	0	0	0
39021	Rural	39	21	ასპინძა	246	158	3	2	3	148	0	0	1
39022	Rural	39	22	ასპინძა	1456	223	8	5	10	192	1	0	1
39023	Small (<5K)	39	23	ასპინძა	1298	841	112	24	50	605	1	2	35
40001	Small-Medium(5-15K)	40	1	ახალქალაქი	1668	578	32	6	8	366	1	3	30
40002	Small-Medium(5-15K)	40	2	ახალქალაქი	1436	522	23	1	5	385	0	4	25
40003	Small-Medium(5-15K)	40	3	ახალქალაქი	1734	529	25	7	8	384	0	1	26
40004	Small-Medium(5-15K)	40	4	ახალქალაქი	1819	1415	0	0	0	0	0	0	0
40005	Rural	40	5	ახალქალაქი	936	840	7	0	0	790	0	0	33
40006	Rural	40	6	ახალქალაქი	483	457	14	25	3	365	4	0	43
40007	Rural	40	7	ახალქალაქი	366	350	7	1	1	330	0	7	4
40008	Rural	40	8	ახალქალაქი	333	217	2	0	1	205	1	1	5
40009	Rural	40	9	ახალქალაქი	764	624	1	2	3	596	2	2	18
40010	Rural	40	10	ახალქალაქი	490	356	26	1	4	305	0	0	20
40011	Rural	40	11	ახალქალაქი	327	290	9	0	3	265	0	0	9
40012	Rural	40	12	ახალქალაქი	795	510	4	43	5	367	3	4	3
40013	Rural	40	13	ახალქალაქი	743	722	19	2	7	655	0	2	26
40014	Rural	40	14	ახალქალაქი	540	501	10	20	2	466	0	1	2
40015	Rural	40	15	ახალქალაქი	604	505	28	2	8	365	2	4	89
40016	Rural	40	16	ახალქალაქი	227	115	4	0	8	94	2	0	6
40017	Rural	40	17	ახალქალაქი	619	619	32	31	15	498	2	6	23
40018	Rural	40	18	ახალქალაქი	771	740	36	9	15	627	0	2	18
40019	Rural	40	19	ახალქალაქი	692	674	5	3	2	647	3	0	11
40020	Rural	40	20	ახალქალაქი	330	311	8	30	2	246	0	1	9
40021	Rural	40	21	ახალქალაქი	270	203	0	41	0	151	0	0	6
40022	Rural	40	22	ახალქალაქი	241	177	47	1	16	86	4	0	23
40023	Rural	40	23	ახალქალაქი	82	69	5	3	0	52	0	0	6
40024	Rural	40	24	ახალქალაქი	1871	1830	7	2	5	1758	2	0	45
40025	Rural	40	25	ახალქალაქი	1443	1257	7	0	7	1197	0	0	19
40026	Rural	40	26	ახალქალაქი	419	385	0	0	0	376	0	0	0
40027	Rural	40	27	ახალქალაქი	296	296	0	25	0	271	0	0	0
40028	Rural	40	28	ახალქალაქი	483	430	16	30	7	359	0	2	16
40029	Rural	40	29	ახალქალაქი	498	478	4	1	2	462	3	2	2
40030	Rural	40	30	ახალქალაქი	435	406	20	24	10	348	1	0	3
40031	Rural	40	31	ახალქალაქი	869	823	11	7	2	770	2	0	16
40032	Rural	40	32	ახალქალაქი	600	557	21	65	2	234	0	0	186
40033	Rural	40	33	ახალქალაქი	140	135	14	1	0	91	0	2	27
40034	Rural	40	34	ახალქალაქი	1259	1246	10	15	0	1129	0	0	11
40035	Rural	40	35	ახალქალაქი	1112	1106	0	0	0	992	0	0	0
40036	Rural	40	36	ახალქალაქი	412	412	2	3	0	398	0	4	5
40037	Rural	40	37	ახალქალაქი	832	697	5	0	2	645	0	0	3
40038	Rural	40	38	ახალქალაქი	175	162	0	0	0	135	0	0	3
40039	Rural	40	39	ახალქალაქი	71	61	1	0	3	54	2	0	1
40040	Rural	40	40	ახალქალაქი	567	449	25	0	1	401	0	0	1
40041	Rural	40	41	ახალქალაქი	44	36	0	0	0	35	0	0	1
40042	Rural	40	42	ახალქალაქი	331	231	11	5	12	172	1	14	15
40043	Rural	40	43	ახალქალაქი	386	331	3	2	0	311	0	2	6
40044	Rural	40	44	ახალქალაქი	414	404	19	0	0	325	2	10	24
40045	Rural	40	45	ახალქალაქი	413	400	15	0	0	375	0	0	10
40046	Rural	40	46	ახალქალაქი	639	609	0	12	0	597	0	0	0
40047	Rural	40	47	ახალქალაქი	170	152	5	0	0	139	0	1	7
40048	Rural	40	48	ახალქალაქი	121	85	2	2	0	75	1	0	2
40049	Rural	40	49	ახალქალაქი	1523	1384	35	33	21	1270	0	0	24
40050	Rural	40	50	ახალქალაქი	324	302	1	0	2	293	0	0	3
40051	Rural	40	51	ახალქალაქი	345	221	34	6	9	144	0	0	18
40052	Rural	40	52	ახალქალაქი	111	108	0	0	0	105	0	0	3
40053	Rural	40	53	ახალქალაქი	87	61	19	1	5	27	0	0	7
40054	Rural	40	54	ახალქალაქი	225	183	9	3	1	155	0	0	13
40055	Rural	40	55	ახალქალაქი	707	696	31	0	0	653	0	0	12
40056	Rural	40	56	ახალქალაქი	640	610	7	0	4	590	2	0	7
40057	Rural	40	57	ახალქალაქი	116	113	0	0	0	109	1	2	1
40058	Rural	40	58	ახალქალაქი	102	100	14	2	3	69	2	1	8
40059	Rural	40	59	ახალქალაქი	852	687	6	2	3	548	1	1	94
40060	Rural	40	60	ახალქალაქი	244	191	32	2	5	89	0	0	57
40061	Rural	40	61	ახალქალაქი	368	288	3	2	2	257	0	0	5
40062	Rural	40	62	ახალქალაქი	1307	1281	8	2	9	1253	2	0	7
40063	Rural	40	63	ახალქალაქი	545	464	20	4	7	406	0	0	27
40064	Rural	40	64	ახალქალაქი	782	732	24	15	3	600	0	1	60
40065	Rural	40	65	ახალქალაქი	429	360	9	3	0	187	0	0	161
40066	Small-Medium(5-15K)	40	66	ახალქალაქი	707	500	13	6	2	462	0	0	17
40067	Small-Medium(5-15K)	40	67	ახალქალაქი	908	289	6	11	2	186	0	0	10
41001	Small-Medium(5-15K)	41	1	ნინოწმინდა	1494	1308	0	14	17	1258	9	10	0
41002	Small-Medium(5-15K)	41	2	ნინოწმინდა	1624	1497	12	81	13	1358	5	6	9
41003	Small-Medium(5-15K)	41	3	ნინოწმინდა	1254	1006	42	13	25	878	1	9	23
41004	Rural	41	4	ნინოწმინდა	1305	1224	26	3	5	1143	3	2	30
41005	Rural	41	5	ნინოწმინდა	945	892	6	7	3	841	2	3	17
41006	Rural	41	6	ნინოწმინდა	242	111	1	0	2	104	3	0	0
41007	Rural	41	7	ნინოწმინდა	813	713	8	9	8	647	3	8	8
41008	Rural	41	8	ნინოწმინდა	391	341	8	0	2	322	0	1	8
41009	Rural	41	9	ნინოწმინდა	900	810	0	13	12	724	0	0	24
41010	Rural	41	10	ნინოწმინდა	450	337	5	9	12	304	0	0	7
41011	Rural	41	11	ნინოწმინდა	475	399	6	5	2	346	4	1	13
41012	Rural	41	12	ნინოწმინდა	685	500	28	11	6	397	0	2	53
41013	Rural	41	13	ნინოწმინდა	131	100	4	0	4	80	0	0	12
41014	Rural	41	14	ნინოწმინდა	325	300	0	2	4	292	0	1	0
41015	Rural	41	15	ნინოწმინდა	22	22	0	0	0	22	0	0	0
41016	Rural	41	16	ნინოწმინდა	181	165	4	3	2	142	1	0	3
41017	Rural	41	17	ნინოწმინდა	85	83	0	0	2	75	0	0	6
41018	Rural	41	18	ნინოწმინდა	1192	815	9	0	16	736	0	0	8
41019	Rural	41	19	ნინოწმინდა	479	427	6	1	6	390	4	0	15
41020	Rural	41	20	ნინოწმინდა	206	191	1	1	2	141	2	0	10
41021	Rural	41	21	ნინოწმინდა	983	952	134	5	0	780	0	0	15
41022	Rural	41	22	ნინოწმინდა	430	383	10	13	8	349	0	0	3
41023	Rural	41	23	ნინოწმინდა	281	271	4	0	0	257	0	0	4
41024	Rural	41	24	ნინოწმინდა	231	231	0	0	1	226	2	1	1
41025	Rural	41	25	ნინოწმინდა	1403	1153	3	5	6	1120	0	15	4
41026	Rural	41	26	ნინოწმინდა	827	825	16	26	25	699	0	0	59
41027	Rural	41	27	ნინოწმინდა	603	568	20	6	17	513	0	0	12
41028	Rural	41	28	ნინოწმინდა	365	305	62	4	0	190	0	0	49
41029	Rural	41	29	ნინოწმინდა	168	147	1	0	0	144	1	0	1
41030	Rural	41	30	ნინოწმინდა	154	145	3	0	1	135	0	0	4
41031	Rural	41	31	ნინოწმინდა	46	46	0	0	0	46	0	0	0
41032	Rural	41	32	ნინოწმინდა	1281	1281	5	2	3	1242	12	14	3
41033	Rural	41	33	ნინოწმინდა	62	62	0	0	0	59	1	0	2
41034	Rural	41	34	ნინოწმინდა	797	606	20	3	10	538	1	0	31
41035	Rural	41	35	ნინოწმინდა	750	692	48	15	5	565	0	1	13
41036	Rural	41	36	ნინოწმინდა	58	49	7	9	1	32	0	0	0
43001	Small (<5K)	43	1	ონი	1541	854	149	147	54	462	7	4	25
43002	Small (<5K)	43	2	ონი	1454	700	134	100	48	379	3	0	24
43003	Rural	43	3	ონი	97	71	3	10	0	54	4	0	0
43004	Rural	43	4	ონი	336	188	19	8	42	102	0	0	15
43005	Rural	43	5	ონი	166	116	11	21	13	67	0	0	3
43006	Rural	43	6	ონი	95	67	12	7	1	44	0	0	2
43007	Rural	43	7	ონი	7	21	2	3	0	16	0	0	0
43008	Rural	43	8	ონი	228	129	10	18	5	80	1	0	10
43009	Rural	43	9	ონი	292	155	11	30	2	99	0	0	12
43010	Rural	43	10	ონი	240	163	22	29	11	99	1	0	0
43011	Rural	43	11	ონი	361	215	34	64	5	93	0	1	18
43012	Rural	43	12	ონი	103	67	13	14	8	22	0	0	10
43013	Rural	43	13	ონი	108	69	8	5	2	54	0	0	0
43014	Rural	43	14	ონი	95	52	8	8	3	28	0	0	5
43015	Rural	43	15	ონი	431	265	58	38	20	136	0	0	12
43016	Rural	43	16	ონი	572	406	7	34	20	338	3	0	4
43017	Rural	43	17	ონი	477	290	57	30	12	181	3	0	4
43018	Rural	43	18	ონი	63	38	5	5	2	25	0	0	1
43019	Rural	43	19	ონი	81	54	4	1	0	48	0	0	1
43020	Rural	43	20	ონი	1	89	18	8	2	59	1	0	0
43021	Rural	43	21	ონი	221	112	7	13	3	89	0	0	0
43022	Rural	43	22	ონი	137	94	6	10	3	56	1	0	15
43023	Rural	43	23	ონი	151	104	14	18	8	63	0	0	1
44001	Rural	44	1	ამბროლაური	391	201	41	50	11	89	1	0	6
44002	Rural	44	2	ამბროლაური	576	346	127	61	19	129	0	1	3
44003	Rural	44	3	ამბროლაური	499	343	50	83	13	181	12	0	2
44004	Rural	44	4	ამბროლაური	518	331	42	82	21	182	2	0	2
44005	Small (<5K)	44	5	ამბროლაური	1134	681	112	130	33	376	7	1	2
44006	Small (<5K)	44	6	ამბროლაური	228	141	15	32	2	90	2	0	0
44007	Rural	44	7	ამბროლაური	168	123	29	22	8	60	1	3	0
44008	Rural	44	8	ამბროლაური	147	101	12	12	2	73	0	0	1
44009	Rural	44	9	ამბროლაური	160	110	35	14	11	50	0	0	0
44010	Rural	44	10	ამბროლაური	38	32	5	3	2	22	0	0	0
44011	Rural	44	11	ამბროლაური	258	160	22	21	13	100	1	1	1
44012	Rural	44	12	ამბროლაური	261	156	26	29	8	93	0	0	0
44013	Rural	44	13	ამბროლაური	322	197	48	29	18	95	1	0	0
44014	Rural	44	14	ამბროლაური	105	65	6	13	1	45	0	0	0
44015	Rural	44	15	ამბროლაური	631	346	50	45	14	230	3	0	1
44016	Rural	44	16	ამბროლაური	123	67	12	7	2	45	0	0	0
44017	Rural	44	17	ამბროლაური	150	85	12	10	1	62	0	0	0
44018	Rural	44	18	ამბროლაური	56	37	4	6	0	27	0	0	0
44019	Rural	44	19	ამბროლაური	696	453	68	119	19	232	2	0	3
44020	Rural	44	20	ამბროლაური	288	216	27	50	3	126	6	1	2
44021	Rural	44	21	ამბროლაური	423	270	49	55	10	139	0	0	3
44022	Rural	44	22	ამბროლაური	241	133	30	17	3	80	0	0	0
44023	Rural	44	23	ამბროლაური	192	135	17	17	11	83	2	0	0
44024	Rural	44	24	ამბროლაური	355	246	16	34	4	188	1	1	2
44025	Rural	44	25	ამბროლაური	195	138	15	9	10	99	1	0	0
44026	Rural	44	26	ამბროლაური	219	135	11	14	4	106	0	0	0
44027	Rural	44	27	ამბროლაური	572	378	39	85	36	210	0	1	1
44028	Rural	44	28	ამბროლაური	620	373	34	57	19	258	0	0	0
44029	Rural	44	29	ამბროლაური	286	189	39	45	9	91	2	0	1
44030	Rural	44	30	ამბროლაური	345	230	33	43	7	141	1	0	1
44031	Rural	44	31	ამბროლაური	350	232	33	41	9	147	0	0	1
44032	Rural	44	32	ამბროლაური	518	328	30	28	15	246	0	0	0
44033	Rural	44	33	ამბროლაური	237	148	14	19	7	106	0	0	0
44034	Rural	44	34	ამბროლაური	135	85	10	7	7	59	2	0	0
44035	Rural	44	35	ამბროლაური	127	76	13	5	2	55	1	0	0
44036	Rural	44	36	ამბროლაური	89	49	16	5	1	27	0	0	0
44037	Small (<5K)	44	37	ამბროლაური	1095	657	71	115	44	416	6	1	1
45001	Small (<5K)	45	1	ცაგერი	806	502	115	94	27	285	3	0	17
45002	Rural	45	2	ცაგერი	335	214	56	9	12	131	2	0	2
45003	Rural	45	3	ცაგერი	240	165	46	6	11	101	0	0	0
45004	Rural	45	4	ცაგერი	266	185	29	4	4	143	0	0	5
45005	Rural	45	5	ცაგერი	323	222	25	10	7	178	1	0	1
45006	Rural	45	6	ცაგერი	525	491	46	34	19	392	0	0	0
45007	Rural	45	7	ცაგერი	118	97	14	3	1	78	0	0	0
45008	Rural	45	8	ცაგერი	390	292	51	24	9	203	0	0	5
45009	Rural	45	9	ცაგერი	94	59	18	5	1	34	0	0	1
45010	Rural	45	10	ცაგერი	148	146	21	9	4	109	0	0	0
45011	Rural	45	11	ცაგერი	392	249	28	20	3	170	0	0	5
45012	Rural	45	12	ცაგერი	194	138	13	4	1	97	0	0	0
45013	Rural	45	13	ცაგერი	307	208	10	9	3	155	1	2	5
45014	Rural	45	14	ცაგერი	301	169	26	15	4	115	0	0	4
45015	Rural	45	15	ცაგერი	144	80	13	6	3	56	0	1	0
45016	Rural	45	16	ცაგერი	347	333	38	9	4	274	1	0	1
45017	Rural	45	17	ცაგერი	505	294	49	6	8	222	2	0	4
45018	Rural	45	18	ცაგერი	1095	608	45	24	27	493	2	0	11
45019	Rural	45	19	ცაგერი	96	90	9	3	3	75	0	0	0
45020	Rural	45	20	ცაგერი	464	305	45	14	8	207	2	0	23
45021	Rural	45	21	ცაგერი	53	40	7	3	1	28	0	0	0
45022	Rural	45	22	ცაგერი	186	125	24	10	1	89	0	0	0
45023	Rural	45	23	ცაგერი	277	195	11	5	2	168	0	1	0
45024	Rural	45	24	ცაგერი	304	183	14	13	2	133	2	0	15
45025	Rural	45	25	ცაგერი	1084	628	67	37	18	386	2	0	37
45026	Rural	45	26	ცაგერი	227	182	12	2	6	161	1	0	0
45027	Rural	45	27	ცაგერი	171	111	13	3	3	92	0	0	0
45028	Rural	45	28	ცაგერი	282	167	14	12	2	122	1	0	12
45029	Rural	45	29	ცაგერი	602	387	52	16	9	280	2	0	23
45030	Rural	45	30	ცაგერი	251	163	19	8	4	131	0	0	0
45031	Rural	45	31	ცაგერი	795	457	51	38	18	333	0	0	13
45032	Rural	45	32	ცაგერი	6	61	4	0	1	53	0	0	3
45033	Rural	45	33	ცაგერი	91	65	5	3	2	54	0	0	1
45034	Rural	45	34	ცაგერი	385	185	34	19	6	114	0	0	9
45035	Rural	45	35	ცაგერი	199	133	18	4	1	106	0	0	0
45036	Rural	45	36	ცაგერი	30	29	6	1	0	22	0	0	0
45037	Small (<5K)	45	37	ცაგერი	779	361	68	24	14	229	3	0	23
45038	Rural	45	38	ცაგერი	113	71	9	1	1	58	0	0	2
45039	Rural	45	39	ცაგერი	104	66	4	1	0	61	0	0	0
45040	Rural	45	40	ცაგერი	58	37	6	2	4	25	0	0	0
45041	Rural	45	41	ცაგერი	64	55	9	5	2	39	0	0	0
46001	Small (<5K)	46	1	ლენტეხი	1393	730	294	23	30	263	3	0	65
